date,vix,SPX_r,SPX_rv,SPX_rk
1996-10-08,15.58,-0.003903083,1.68211E-05,1.81388E-05
1996-10-09,16.09,-0.005596242,2.91381E-05,3.10916E-05
1996-10-10,16.26,-0.003047424,8.68212E-06,9.73972E-06
1996-10-11,15.07,0.008672211,8.72602E-06,8.97993E-06
1996-10-14,15.13,0.004101986,7.19127E-06,7.68344E-06
1996-10-15,15.83,-0.001379693,2.67553E-05,2.69954E-05
1996-10-16,15.6,0.002615533,1.86119E-05,1.92993E-05
1996-10-17,15.41,0.003641804,1.3044E-05,1.37419E-05
1996-10-18,15.08,0.005416856,9.28587E-06,1.00608E-05
1996-10-21,15.98,-0.001337379,1.92602E-05,1.96492E-05
1996-10-22,16.4,-0.004687884,1.11832E-05,1.15041E-05
1996-10-23,16.45,0.001018517,2.63806E-05,2.79359E-05
1996-10-24,16.89,-0.007066064,2.5214E-05,2.61984E-05
1996-10-25,17.29,-0.001952666,1.92517E-05,2.0272E-05
1996-10-28,18.34,-0.004776555,2.98134E-05,3.10237E-05
1996-10-29,18.28,0.00536133,4.21455E-05,4.63614E-05
1996-10-31,18.11,0.006197515,1.396E-05,1.42847E-05
1996-11-01,17.89,-0.00349204,2.04065E-05,2.12512E-05
1996-11-04,18.04,0.00490809,1.39868E-05,1.39293E-05
1996-11-05,17.65,0.0096464,1.03447E-05,1.01285E-05
1996-11-06,16.97,0.014980981,2.52889E-05,2.63491E-05
1996-11-07,17.21,0.003693245,4.10557E-05,4.50273E-05
1996-11-11,15.01,0.006717507,5.50865E-06,5.59534E-06
1996-11-12,15.36,-0.003887913,1.55824E-05,1.59651E-05
1996-11-13,14.89,0.002520653,1.47321E-05,1.56267E-05
1996-11-14,13.79,0.006858448,1.20674E-05,1.25167E-05
1996-11-15,14.36,0.002415821,2.89792E-05,2.87664E-05
1996-11-18,15.12,-0.001492234,1.71021E-05,1.79846E-05
1996-11-19,15.23,0.007317716,1.65048E-05,1.80336E-05
1996-11-20,15.94,0.002597666,2.03314E-05,2.27601E-05
1996-11-21,15.77,-0.002031796,2.03497E-05,2.16892E-05
1996-11-22,14.92,0.007715001,1.98762E-05,2.10207E-05
1996-11-25,15.91,0.011574342,2.02983E-05,2.14616E-05
1996-11-26,16.97,-0.001494067,7.09811E-05,7.3963E-05
1996-11-27,16.96,-0.001178316,1.41548E-05,1.48968E-05
1996-11-29,17.14,0.002844124,3.90172E-06,3.93116E-06
1996-12-02,17.93,-0.000634266,1.7074E-05,2.07894E-05
1996-12-03,18.68,-0.011713457,5.30554E-05,5.53929E-05
1996-12-04,17.93,-0.003738272,7.03607E-05,7.81975E-05
1996-12-05,18.14,-0.001464277,3.52471E-05,3.76672E-05
1996-12-06,18.82,-0.005986831,9.18639E-05,9.61422E-05
1996-12-09,17.75,0.013633797,1.30034E-05,1.34314E-05
1996-12-10,17.88,-0.003140098,1.82175E-05,1.91366E-05
1996-12-11,19.68,-0.009277253,8.46146E-05,8.47271E-05
1996-12-12,20.45,-0.01450405,5.83347E-05,6.07913E-05
1996-12-13,21.09,-0.000877518,9.70963E-05,0.00010106
1996-12-16,21.99,-0.011853074,4.20806E-05,4.11212E-05
1996-12-17,20.77,0.00734367,5.16049E-05,5.33168E-05
1996-12-18,19.42,0.007440592,1.70954E-05,1.7729E-05
1996-12-19,18.77,0.019490151,1.51272E-05,1.55321E-05
1996-12-20,18.85,0.004496675,3.73028E-05,3.65048E-05
1996-12-23,19.5,-0.002486732,1.828E-05,1.8954E-05
1996-12-24,18.68,0.005326866,4.12497E-06,3.87873E-06
1996-12-26,18.59,0.006212107,1.64437E-05,1.66756E-05
1996-12-27,19.13,0.000674634,9.91879E-06,1.05203E-05
1996-12-30,19.51,-0.004373359,1.85965E-05,1.86119E-05
1996-12-31,20.92,-0.014016921,3.25719E-05,3.28909E-05
1997-01-02,21.14,-0.007910631,0.000107512,0.000108152
1997-01-03,19.13,0.015451761,3.1518E-05,3.35588E-05
1997-01-06,19.89,-0.000615113,4.85692E-05,5.47804E-05
1997-01-07,19.35,0.007090905,4.1103E-05,4.63531E-05
1997-01-08,20.24,-0.006449056,5.11017E-05,5.3786E-05
1997-01-09,20.91,0.00922107,3.17208E-05,3.26358E-05
1997-01-10,19.63,0.005218081,5.39301E-05,5.76216E-05
1997-01-13,19.84,0.000382029,3.06812E-05,3.26368E-05
1997-01-14,19.27,0.011614867,2.11903E-05,2.34887E-05
1997-01-15,19.4,-0.000507862,3.83357E-05,4.21918E-05
1997-01-16,19.61,0.002874481,5.53724E-05,5.93058E-05
1997-01-17,18.63,0.007066436,1.33405E-05,1.41988E-05
1997-01-20,18.6,0.001932617,1.47701E-05,1.46101E-05
1997-01-22,17.09,0.011314307,2.5336E-05,2.64568E-05
1997-01-23,18.47,-0.011378667,7.88549E-05,7.25771E-05
1997-01-24,19.33,-0.008545127,0.000107404,0.000116449
1997-01-27,20.16,-0.006290517,6.82677E-05,7.39333E-05
1997-01-28,20.74,-0.001268098,6.83842E-05,7.26741E-05
1997-01-29,20.23,0.010747335,3.6025E-05,3.94107E-05
1997-01-30,19.47,0.013867424,3.43293E-05,3.53814E-05
1997-02-03,19.58,-0.000661165,2.81031E-05,3.05207E-05
1997-02-04,19.43,0.003060572,1.36998E-05,1.45287E-05
1997-02-05,21.06,-0.014033391,0.000106195,0.000107584
1997-02-06,20.16,0.00220935,6.44802E-05,7.30672E-05
1997-02-07,18.9,0.013091244,6.78186E-05,6.84809E-05
1997-02-10,20.65,-0.006110012,3.06999E-05,3.24602E-05
1997-02-11,19.97,0.005438594,4.76441E-05,4.80658E-05
1997-02-12,19.48,0.016502087,3.48461E-05,3.67326E-05
1997-02-13,19.23,0.010983536,2.36811E-05,2.51159E-05
1997-02-14,19.18,-0.002740776,2.29766E-05,2.53198E-05
1997-02-18,19.7,0.008248942,2.05236E-05,2.14622E-05
1997-02-19,20.61,-0.003783602,4.47657E-05,4.58978E-05
1997-02-20,21.41,-0.012334216,5.0175E-05,5.35928E-05
1997-02-21,20.55,-0.001359111,3.29534E-05,3.54781E-05
1997-02-24,19.84,0.011154723,2.99011E-05,3.14608E-05
1997-02-25,20.49,0.00240321,3.28352E-05,3.55826E-05
1997-02-26,20.74,-0.008914666,0.000145251,0.000175142
1997-02-27,21.08,-0.012447049,3.92712E-05,4.02361E-05
1997-02-28,21.1,-0.004625757,4.94063E-05,5.16474E-05
1997-03-03,20.89,0.004286171,2.89943E-05,3.21031E-05
1997-03-04,20.62,-0.005917214,3.02303E-05,3.29783E-05
1997-03-05,19.49,0.014372468,3.41849E-05,3.73052E-05
1997-03-06,20.48,-0.004613344,2.4786E-05,2.61431E-05
1997-03-07,19.32,0.007614947,3.33495E-05,3.51015E-05
1997-03-10,19,0.011253303,2.58654E-05,2.87096E-05
1997-03-11,19.25,-0.002548713,3.28078E-05,3.48036E-05
1997-03-12,19.61,-0.009276815,3.59488E-05,3.82434E-05
1997-03-13,19.79,-0.017751351,4.08391E-05,4.37307E-05
1997-03-14,19.81,0.0048898,4.97765E-05,5.45892E-05
1997-03-17,20.95,0.002542833,8.56856E-05,8.98636E-05
1997-03-18,21.26,-0.008002769,5.05826E-05,5.51353E-05
1997-03-19,21.74,-0.004636489,8.88573E-05,9.50654E-05
1997-03-20,21.22,-0.004223265,6.27913E-05,6.78108E-05
1997-03-21,19.69,0.002694232,1.54641E-05,1.61968E-05
1997-03-24,20.06,0.008494696,4.64346E-05,5.01009E-05
1997-03-25,19.26,-0.001607056,9.30191E-05,0.000101281
1997-03-26,18.32,0.001746129,3.39198E-05,3.54283E-05
1997-03-27,20.5,-0.022397868,0.000109191,0.000102815
1997-03-31,22.14,-0.02139098,0.000159741,0.000167024
1997-04-01,20.84,0.00254589,0.000131635,0.000135973
1997-04-02,21.3,-0.012021112,9.64955E-05,0.000102115
1997-04-03,21.19,-0.000720279,7.4119E-05,7.81218E-05
1997-04-04,19.23,0.010274745,8.27895E-05,9.13209E-05
1997-04-07,18.51,0.006516139,1.56488E-05,1.68394E-05
1997-04-08,18.44,0.005195565,2.81704E-05,2.95401E-05
1997-04-10,19.01,-0.010180876,3.91751E-05,4.06091E-05
1997-04-11,19.76,-0.027662377,7.92719E-05,8.46855E-05
1997-04-14,19.09,0.008208608,4.57886E-05,4.70892E-05
1997-04-15,18.25,0.014668754,4.78973E-05,5.21044E-05
1997-04-16,17.64,0.011605597,4.03989E-05,4.40642E-05
1997-04-17,18.71,-0.002307744,4.49381E-05,4.74753E-05
1997-04-18,18.75,0.005876865,2.71241E-05,2.9163E-05
1997-04-22,19.52,0.010876868,5.79381E-05,6.32045E-05
1997-04-23,20.48,-0.001291756,5.34939E-05,5.71357E-05
1997-04-24,20.83,-0.003197807,5.60113E-05,5.85344E-05
1997-04-25,21.15,-0.007549465,3.26119E-05,3.51672E-05
1997-04-28,21.34,0.009867924,4.25907E-05,4.55566E-05
1997-04-29,19.81,0.026919131,2.71792E-05,2.96603E-05
1997-04-30,20.06,0.009138895,5.19174E-05,5.40339E-05
1997-05-01,19.87,-0.003562882,3.92558E-05,4.10114E-05
1997-05-02,17.51,0.01791026,4.43222E-05,4.46811E-05
1997-05-05,20.13,0.021142334,6.55413E-05,6.42434E-05
1997-05-06,20.85,-0.003063861,7.29002E-05,7.9016E-05
1997-05-07,21.34,-0.014762616,6.26166E-05,6.60456E-05
1997-05-08,21.26,0.005672803,9.74587E-05,0.000106384
1997-05-09,20.11,0.005495321,8.75414E-05,9.19994E-05
1997-05-12,20.25,0.015495606,3.41263E-05,3.61022E-05
1997-05-13,20.81,-0.005422598,5.34868E-05,5.56707E-05
1997-05-14,21.09,0.003486766,4.72791E-05,5.03787E-05
1997-05-15,19.91,0.006961027,2.71312E-05,2.87433E-05
1997-05-16,21.57,-0.014513036,3.71022E-05,4.06434E-05
1997-05-19,21.48,0.004233269,2.279E-05,2.41678E-05
1997-05-20,19.26,0.010018413,9.74715E-05,0.000106936
1997-05-21,19.28,-0.002748349,6.75219E-05,7.19825E-05
1997-05-22,18.77,-0.004417918,3.92583E-05,4.23419E-05
1997-05-23,18.08,0.013526248,1.31455E-05,1.33459E-05
1997-05-27,19.36,0.003159002,5.31247E-05,5.77118E-05
1997-05-28,19.28,-0.002946517,3.462E-05,3.53601E-05
1997-05-29,19.02,-0.003701321,2.665E-05,2.87387E-05
1997-05-30,19.19,0.004975282,6.67754E-05,7.0219E-05
1997-06-02,20.85,-0.002301388,4.6389E-05,5.11701E-05
1997-06-03,20.01,-0.001016657,4.5057E-05,4.84951E-05
1997-06-04,20.1,-0.006371678,3.83366E-05,4.14307E-05
1997-06-05,20.36,0.003944075,2.64602E-05,2.82977E-05
1997-06-06,18.94,0.017138843,4.41774E-05,4.54863E-05
1997-06-09,19.46,0.005694644,2.29467E-05,2.82258E-05
1997-06-10,19.04,0.002731199,2.98044E-05,3.25316E-05
1997-06-11,18.85,0.005003238,2.29059E-05,2.4948E-05
1997-06-12,18.51,0.015801181,2.65536E-05,2.82409E-05
1997-06-13,19.27,0.011042871,2.74977E-05,2.75707E-05
1997-06-16,19.77,0.000705025,1.42584E-05,1.46442E-05
1997-06-17,20.17,0.000592732,4.27308E-05,4.48477E-05
1997-06-18,20.45,-0.005976929,2.6788E-05,3.16401E-05
1997-06-19,20.1,0.009949217,2.53301E-05,2.72924E-05
1997-06-20,20.2,0.000790342,1.24288E-05,1.37584E-05
1997-06-23,21.19,-0.02259678,5.88469E-05,5.61509E-05
1997-06-24,20.74,0.019967311,3.87535E-05,3.90763E-05
1997-06-25,21.5,-0.008233818,0.000128705,0.000128895
1997-06-26,21.82,-0.005990981,9.05592E-05,9.83103E-05
1997-06-27,21.22,0.004076867,4.05616E-05,4.33723E-05
1997-06-30,21.53,-0.002426049,9.75818E-05,9.82E-05
1997-07-01,21,0.006632272,6.25713E-05,6.44812E-05
1997-07-02,19.7,0.014484449,4.54187E-05,4.52831E-05
1997-07-03,17.82,0.014157682,1.22983E-05,1.08089E-05
1997-07-07,19.13,-0.005160963,6.43818E-05,6.6057E-05
1997-07-08,18.76,0.007154786,2.98534E-05,3.35393E-05
1997-07-09,20.4,-0.012276408,0.000107971,0.000114899
1997-07-10,19.92,0.0068522,6.69073E-05,7.2523E-05
1997-07-11,19.06,0.003168605,2.4612E-05,2.62423E-05
1997-07-14,19.58,0.001841912,3.72026E-05,3.85969E-05
1997-07-15,19,0.008014662,5.26016E-05,5.55468E-05
1997-07-16,19.36,0.011630598,2.97653E-05,3.05869E-05
1997-07-17,20.54,-0.005331348,4.19728E-05,4.46896E-05
1997-07-18,22.28,-0.017662392,0.000132314,0.000135768
1997-07-21,23.51,-0.002581719,6.32487E-05,6.78369E-05
1997-07-22,21.77,0.022784864,6.44617E-05,7.0384E-05
1997-07-23,21.3,0.002758563,3.97417E-05,4.20423E-05
1997-07-25,20.82,0.002378224,5.83148E-05,6.15341E-05
1997-07-28,21.84,-0.002506361,3.73823E-05,4.00185E-05
1997-07-29,22.02,0.006227631,4.56462E-05,4.78724E-05
1997-07-30,21.39,0.010577529,2.98157E-05,3.20846E-05
1997-07-31,21.48,0.002076996,3.21502E-05,3.51558E-05
1997-08-01,22.29,-0.007520691,0.000134567,0.000136004
1997-08-04,21.94,0.003330807,3.98966E-05,4.31209E-05
1997-08-05,20.64,0.002175891,2.40691E-05,2.5501E-05
1997-08-06,20.05,0.008312948,2.93214E-05,3.15239E-05
1997-08-07,19.77,-0.00955273,5.95901E-05,6.4258E-05
1997-08-08,22.46,-0.018730021,0.000143816,0.000148129
1997-08-11,22.77,0.003699471,7.92309E-05,8.765E-05
1997-08-12,23.75,-0.011236857,4.77596E-05,5.15704E-05
1997-08-13,24.52,-0.004868664,0.000217822,0.000224072
1997-08-14,23.11,0.002924042,6.72176E-05,7.41148E-05
1997-08-15,24.45,-0.026207444,8.45989E-05,9.26372E-05
1997-08-18,24.37,0.012882768,0.000108247,0.000112612
1997-08-19,22.64,0.014707907,8.57098E-05,9.16572E-05
1997-08-20,21.09,0.014303113,4.39201E-05,4.88083E-05
1997-08-21,23.83,-0.015340357,9.24946E-05,9.98791E-05
1997-08-22,24.74,-0.001633678,0.000183546,0.000196196
1997-08-25,24.1,-0.003666544,9.3215E-05,0.000100038
1997-08-26,24.73,-0.007778829,6.58538E-05,7.06399E-05
1997-08-27,24.26,0.000733551,9.15372E-05,0.00010138
1997-08-28,24.51,-0.011038041,0.000172816,0.000189689
1997-08-29,24.76,-0.004658549,8.30194E-05,8.9268E-05
1997-09-02,24.53,0.030762562,7.67032E-05,7.73285E-05
1997-09-03,24.95,0.000301818,5.75829E-05,6.19327E-05
1997-09-04,25.27,0.003249551,4.01352E-05,4.24318E-05
1997-09-05,24.31,-0.001967838,0.00010938,0.000117098
1997-09-08,24.4,0.002322282,2.19139E-05,2.25952E-05
1997-09-09,23.89,0.002606137,5.18286E-05,5.61719E-05
1997-09-10,24.64,-0.015761448,4.48306E-05,4.8354E-05
1997-09-11,25.99,-0.007032055,0.00010344,0.000111655
1997-09-12,25.17,0.012327954,7.82025E-05,8.17124E-05
1997-09-15,25.74,-0.004491026,3.3843E-05,3.48396E-05
1997-09-18,23.48,0.029481638,5.69526E-05,6.01067E-05
1997-09-19,22.74,0.003393406,4.51758E-05,4.86863E-05
1997-09-22,22.08,0.005173285,3.33044E-05,3.5085E-05
